,Title,Cited
375,Finite-Sample Analysis of Learning High-Dimensional Single ReLU Neuron,-1
1497,Regret Minimization and Convergence to Equilibria in General-sum Markov Games,-1
36,Internally Rewarded Reinforcement Learning,-1
368,A Unifying Framework to the Analysis of Interaction Methods using Synergy Functions,-1
1502,Enabling First-Order Gradient-Based Learning for Equilibrium Computation in Markets,-1
1503,SpeedDETR: Speed-aware Transformers for End-to-end Object Detection,-1
1504,CLIPood: Generalizing CLIP to Out-of-Distributions,-1
1505,Randomized Gaussian Process Upper Confidence Bound with Tighter Bayesian Regret Bounds,-1
1506,Scaling of Class-wise Training Losses for Post-hoc Calibration,-1
783,Understanding and Generalizing Contrastive Learning from the Inverse Optimal Transport Perspective,-1
354,Identification of the Adversary from a Single Adversarial Example,-1
1531,RLEG: Vision-Language Representation Learning with Diffusion-based Embedding Generation,-1
990,Free-Form Variational Inference for Gaussian Process State-Space Models,-1
352,Investigating the Role of Model-Based Learning in Exploration and Transfer,-1
329,Federated Online and Bandit Convex Optimization,-1
325,Few-Sample Feature Selection via Feature Manifold Learning,-1
264,Double-Weighting for Covariate Shift Adaptation,-1
1559,A General Representation Learning Framework with Generalization Performance Guarantees,-1
997,On the Global Convergence of Fitted Q-Iteration with Two-layer Neural Network Parametrization,-1
996,Collaborative Multi-Agent Heterogeneous Multi-Armed Bandits,-1
1563,Model-Free Robust Average-Reward Reinforcement Learning,-1
1564,Discover and Cure: Concept-aware Mitigation of Spurious Correlation,-1
799,Blockwise Stochastic Variance-Reduced Methods with Parallel Speedup for Multi-Block Bilevel Optimization,-1
316,RACE: Improve Multi-Agent Reinforcement Learning with Representation Asymmetry and Collaborative Evolution,-1
993,Automatic Data Augmentation via Invariance-Constrained Learning,-1
1569,Competing for Shareable Arms in Multi-Player Multi-Armed Bandits,-1
33,Scaling Up Dataset Distillation to ImageNet-1K with Constant Memory,-1
1571,Estimating Possible Causal Effects with Latent Variables via Adjustment,-1
311,Coupled Variational Autoencoder,-1
330,Test-time Adaptation with Slot-Centric Models,-1
331,Representation-Driven Reinforcement Learning,-1
332,Improving l1-Certified Robustness via Randomized Smoothing by Leveraging Box Constraints,-1
1001,CSP: Self-Supervised Contrastive Spatial Pre-Training for Geospatial-Visual Representations,-1
789,Stochastic Gradient Succeeds for Bandits,-1
350,"Differential Privacy, Linguistic Fairness, and Training Data Influence: Impossibility and Possibility Theorems for Multilingual Language Models",-1
84,DSGD-CECA: Decentralized SGD with Communication-Optimal Exact Consensus Algorithm,-1
1536,NerfDiff: Single-image View Synthesis with NeRF-guided Distillation from 3D-aware Diffusion,-1
1539,Learning Noisy OR Bayesian Networks with Max-Product Belief Propagation,-1
1540,Learning Preconditioners for Conjugate Gradient PDE Solvers,-1
344,A Conditional Normalizing Flow for Accelerated Multi-Coil MR Imaging,-1
333,LIV: Language-Image Representations and Rewards for Robotic Control,-1
1543,Is Learning Summary Statistics Necessary for Likelihood-free Inference?,-1
1545,Bayesian Progressive Deep Topic Model with Knowledge Informed Textual Data Coarsening Process,-1
341,Generalized-Smooth Nonconvex Optimization is As Efficient As Smooth Nonconvex Optimization,-1
1547,A Unified Optimization Framework of ANN-SNN Conversion: Towards Optimal Mapping from Activation Values to Firing Rates,-1
338,Generative Pretraining for Black-Box Optimization,-1
34,MultiAdam: Parameter-wise Scale-invariant Optimizer for Multiscale Training of Physics-informed Neural Networks,-1
1633,Never mind the metrics---what about the uncertainty? Visualising binary confusion matrix metric distributions to put performance in perspective,-1
1653,Random Shuffle Transformer for Image Restoration,-1
263,Near-optimal Conservative Exploration in Reinforcement Learning under Episode-wise Constraints,-1
1753,When Personalization Harms Performance: Reconsidering the Use of Group Attributes in Prediction,-1
163,Partially Observable Multi-agent RL with (Quasi-)Efficiency: The Blessing of Information Sharing,-1
872,Magneto: A Foundation Transformer,-1
1759,Cross-Modal Fine-Tuning: Align then Refine,-1
873,A Three-regime Model of Network Pruning,-1
875,An Information-Theoretic Analysis of Nonstationary Bandit Learning,-1
156,Continuous Spatiotemporal Transformer,-1
1764,Delving into Noisy Label Detection with Clean Data,-1
154,Hypervolume Knowledge Gradient: A Lookahead Approach for Multi-Objective Bayesian Optimization with Partial Information,-1
152,One-shot Imitation in a Non-Stationary Environment via Multi-Modal Skill,-1
151,Model-based Offline Reinforcement Learning with Count-based Conservatism,-1
150,Are Gaussian Data All You Need? The Extents and Limits of Universality in High-Dimensional Generalized Linear Estimation,-1
7,Block Subsampled Randomized Hadamard Transform for Nyström Approximation on Distributed Architectures,-1
148,On Pitfalls of Test-Time Adaptation,-1
147,Generalized Implicit Follow-The-Regularized-Leader,-1
879,Theoretical Bounds on the Network Community Profile from Low-rank Semi-definite Programming,-1
1775,Human-Timescale Adaptation in an Open-Ended Task Space,-1
143,A Robust Test for the Stationarity Assumption in Sequential Decision Making,-1
1755,Mimetic Initialization of Self-Attention Layers,-1
167,"Diagnosis, Feedback, Adaptation: A Human-in-the-Loop Framework for Test-Time Policy Adaptation",-1
1780,On the Power of Pre-training for Generalization in RL: Provable Benefits and Hardness,-1
1751,How Bad is Top-$K$ Recommendation under Competing Content Creators?,-1
1733,Bayes-optimal Learning of Deep Random Networks of Extensive-width,-1
177,"mPLUG-2: A Modularized Multi-modal Foundation Model Across Text, Image and Video",-1
936,Understanding Self-Distillation in the Presence of Label Noise,-1
175,LEVER: Learning to Verify Language-to-Code Generation with Execution,-1
174,Low Complexity Homeomorphic Projection to Ensure Neural-Network Solution Feasibility for Optimization over (Non-)Convex Set,-1
1738,Unifying Nesterov's Accelerated Gradient Methods for Convex and Strongly Convex Objective Functions,-1
1739,HETAL: Efficient Privacy-preserving Transfer Learning with Homomorphic Encryption,-1
173,General Sequential Episodic Memory Model,-1
171,A Model-Based Method for Minimizing CVaR and Beyond,-1
169,Ewald-based Long-Range Message Passing for Molecular Graphs,-1
1744,Facial Expression Recognition with Adaptive Frame Rate based on Multiple Testing Correction,-1
1745,Transformer-based Stagewise Decomposition for Large-Scale Multistage Stochastic Optimization,-1
1746,Adapting to game trees in zero-sum imperfect information games,-1
1747,"Mu$^2$SLAM: Multitask, Multilingual Speech and Language Models",-1
1748,Semi Bandit dynamics in Congestion Games: Convergence to Nash Equilibrium and No-Regret Guarantees.,-1
1749,Differentially Private Hierarchical Clustering with Provable Approximation Guarantees,-1
168,Applied Online Algorithms with Heterogeneous Predictors,-1
1778,Bidirectional Adaptation for Robust Semi-Supervised Learning with Inconsistent Data Distributions,-1
1781,Information-Theoretic State Space Model for Multi-View Reinforcement Learning,-1
831,Target-based Surrogates for Stochastic Optimization,-1
116,Adaptive Whitening in Neural Populations with Gain-modulating Interneurons,-1
1807,Dynamics-inspired Neuromorphic Visual Representation Learning,-1
1808,Hiera: A Hierarchical Vision Transformer without the Bells-and-Whistles,-1
896,DeSRA: Detect and Delete the Artifacts of GAN-based Real-World Super-Resolution Models,-1
1810,FlexGen: High-Throughput Generative Inference of Large Language Models with a Single GPU,-1
112,On Bridging the Gap between Mean Field and Finite Width Deep Random Multilayer Perceptron with Batch Normalization,-1
111,Restoration-Degradation Beyond Linear Diffusions: A Non-Asymptotic Analysis For DDIM-type Samplers,-1
1813,BPipe: Memory-Balanced Pipeline Parallelism for Training Large Language Models,-1
110,The Statistical Benefits of Quantile Temporal-Difference Learning for Value Estimation,-1
897,Tensor Gaussian Process with Contraction for Multi-Channel Imaging Analysis,-1
108,Exact Inference in High-order Structured Prediction,-1
1817,Random Classification Noise does not defeat All Convex Potential Boosters Irrespective of Model Choice,-1
104,When is Realizability Sufficient for Off-Policy Reinforcement Learning?,-1
904,Data-Copying in Generative Models: A Formal Framework,-1
905,The Impact of Exploration on Convergence and Performance of Multi-Agent Q-Learning Dynamics,-1
909,On the Stepwise Nature of Self-Supervised Learning,-1
95,BiRT: Bio-inspired Replay in Vision Transformers for Continual Learning,-1
1826,Learning-Rate-Free Learning by D-Adaptation,-1
4,Understand and Modularize Generator Optimization in ELECTRA-style Pretraining,-1
117,Optimizing the Collaboration Structure in Cross-Silo Federated Learning,-1
923,Tight Regret Bounds for Single-pass Streaming Multi-armed Bandits,-1
118,Smart Initial Basis Selection for Linear Programs,-1
1783,Fourmer: An Efficient Global Modeling Paradigm for Image Restoration,-1
136,Beyond Exponentially Fast Mixing in Average-Reward Reinforcement Learning via Multi-Level Monte Carlo Actor-Critic,-1
135,Single Point-Based Distributed Zeroth-Order Optimization with a Non-Convex Stochastic Objective Function,-1
134,On the Convergence of Gradient Flow on Multi-layer Linear Models,-1
133,Towards Understanding and Reducing Graph Structural Noise for GNNs,-1
884,Achieving Hierarchy-Free Approximation for Bilevel Programs with Equilibrium Constraints,-1
129,SLAMB: Accelerated Large Batch Training with Sparse Communication,-1
890,Entity Divider with Language Grounding in Multi-Agent Reinforcement Learning,-1
125,Efficient Exploration via Epistemic-Risk-Seeking Policy Optimization,-1
1793,A Fully First-Order Method for Stochastic Bilevel Optimization,-1
1794,ODS: Test-Time Adaptation in the Presence of Open-World Data Shift,-1
1796,Patch-level Routing in Mixture-of-Experts is Provably Sample-efficient for Convolutional Neural Networks,-1
123,Mitigating Spurious Correlations in Multi-modal Models during Fine-tuning,-1
893,Surrogate Module Learning: Reduce the Gradient Error Accumulation in Training Spiking Neural Networks,-1
1799,Neural Continuous-Discrete State Space Models for Irregularly-Sampled Time Series,-1
120,The Unreasonable Effectiveness of Few-shot Learning for Machine Translation,-1
1801,StyleGAN-T: Unlocking the Power of GANs for Fast Large-Scale Text-to-Image Synthesis,-1
865,Poisoning Generative Replay in Continual Learning to Promote Forgetting,-1
1730,SparseProp: Efficient Sparse Backpropagation for Faster Training of Neural Networks at the Edge,-1
862,FedVS: Straggler-Resilient and Privacy-Preserving Vertical Federated Learning for Split Models,-1
1657,Patch-level Contrastive Learning via Positional Query for Visual Pre-training,-1
237,Predictive Flows for Faster Ford-Fulkerson,-1
90,Task-Specific Skill Localization in Fine-tuned Language Models,-1
232,Correcting discount-factor mismatch in on-policy policy gradient methods,-1
231,DecompDiff: Diffusion Models with Decomposed Priors for Structure-Based Drug Design,-1
230,Iterative Approximate Cross-Validation,-1
961,On Balancing Bias and Variance in Unsupervised Multi-Source-Free Domain Adaptation,-1
841,Towards Understanding Ensemble Distillation in Federated Learning,-1
227,Label differential privacy and private training data release,-1
959,Confidence and Dispersity Speak: Characterizing Prediction Matrix for Unsupervised Accuracy Estimation,-1
225,Data-OOB: Out-of-bag Estimate as a Simple and Efficient Data Value,-1
1670,Model-agnostic Measure of Generalization Difficulty,-1
224,LSDS++ : Dual Sampling for Accelerated k-means++,-1
1672,Rethinking Warm-Starts with Predictions: Learning Predictions Close to Sets of Optimal Solutions for Faster $\text{L}$-/$\text{L}^\natural$-Convex Function Minimization,-1
223,Strategic Classification with Unknown User Manipulations,-1
958,LESS-VFL: Communication-Efficient Feature Selection for Vertical Federated Learning,-1
220,In or Out? Fixing ImageNet Out-of-Distribution Detection Evaluation,-1
956,Global Selection of Contrastive Batches via Optimization on Sample Permutations,-1
238,GLOBE-CE: A Translation Based Approach for Global Counterfactual Explanations,-1
839,Statistical Inference on Multi-armed Bandits with Delayed Feedback,-1
1727,Do Perceptually Aligned Gradients Imply Robustness?,-1
1655,A Closer Look at Few-shot Classification Again,-1
261,Coarse-to-Fine: a Hierarchical Diffusion Model for Molecule Generation in 3D,-1
28,On the Role of Attention in Prompt-tuning,-1
1639,Optimal LP Rounding and Linear-Time Approximation Algorithms for Clustering Edge-Colored Hypergraphs,-1
260,Off-Policy Average Reward Actor-Critic with Deterministic Policy Search,-1
1641,Statistical Inference and A/B Testing for First-Price Pacing Equilibria,-1
1642,SDDM: Score-Decomposed Diffusion Models on Manifolds for Unpaired Image-to-Image Translation,-1
832,Reinforcement Learning with History Dependent Dynamic Contexts,-1
255,A/B Testing in Network Data with Covariate-Adaptive Randomization,-1
833,CoDi: Co-evolving Contrastive Diffusion Models for Mixed-type Tabular Synthesis,-1
968,Curious Replay for Model-based Adaptation,-1
835,On Pre-Training for Visuo-Motor Control: Revisiting a Learning-from-Scratch Baseline,-1
1648,Crafting Training Degradation Distribution for the Accuracy-Generalization Trade-off in Real-World Super-Resolution,-1
838,Gradient Descent in Neural Networks as Sequential Learning in Reproducing Kernel Banach Space,-1
1651,Model-Bellman Inconsistency for Model-based Offline Reinforcement Learning,-1
964,On User-Level Private Convex Optimization,-1
1489,Concept-based Explanations for Out-of-Distribution Detectors,-1
27,Beyond the Edge of Stability via Two-step Gradient Updates,-1
1678,H-Likelihood Approach to Deep Neural Networks with Temporal-Spatial Random Effects for High-Cardinality Categorical Features,-1
1679,Using Large Language Models to Simulate Multiple Humans and Replicate Human Subject Studies,-1
217,Optimal No-Regret Learning for One-Sided Lipschitz Functions,-1
215,Actor-Critic Alignment for Offline-to-Online Reinforcement Learning,-1
1704,Representation Learning with Multi-Step Inverse Kinematics: An Efficient and Optimal Approach to Rich-Observation RL,-1
848,MODeL: Memory Optimizations for Deep Learning,-1
201,Memory-Based Meta-Learning on Non-Stationary Distributions,-1
200,Revisiting Sampling for Combinatorial Optimization,-1
197,Nearly-Optimal Hierarchical Clustering for Well-Clustered Graphs,-1
18,Are Neurons Actually Collapsed? On the Fine-Grained Structure in Neural Representations,-1
1711,Towards Reliable Neural Specifications,-1
1712,Exponential Smoothing for Off-Policy Learning,-1
851,Loss Balancing for Fair Supervised Learning,-1
193,PFGM++: Unlocking the Potential of Physics-Inspired Generative Models,-1
1717,Second-Order Optimization with Lazy Hessians,-1
1718,Quantile Credit Assignment,-1
944,End-to-End Multi-Object Detection with a Regularized Mixture Model,-1
188,$H$-Consistency Bounds for Pairwise Misranking Loss Surrogates,-1
185,Multi-channel Autobidding with Budget and ROI Constraints,-1
1724,Efficient RL via Disentangled Environment and Agent Representations,-1
184,Text-To-Concept (and Back) via Cross-Model Alignment,-1
203,User-level Private Stochastic Convex Optimization with Optimal Rates,-1
1702,Raising the Cost of Malicious AI-Powered Image Editing,-1
1701,Inferring Relational Potentials in Interacting Systems,-1
1691,Are labels informative in semi-supervised learning? Estimating and leveraging the missing-data mechanism.,-1
24,Improved Learning-Augmented Algorithms for the Multi-Option Ski Rental Problem via Best-Possible Competitive Analysis,-1
1685,Warm-Start Actor-Critic: From Approximation Error to Sub-optimality Gap,-1
23,Towards Learning Geometric Eigen-Lengths Crucial for Fitting Tasks,-1
953,GC-Flow: A Graph-Based Flow Network for Effective Clustering,-1
1688,Analysis of Error Feedback in Federated Non-Convex Optimization with Biased Compression: Fast Convergence and Partial Participation,-1
213,Low-Variance Gradient Estimation in Unrolled Computation Graphs with ES-Single,-1
952,Prometheus: Taming Sample and Communication Complexities in Constrained Decentralized Stochastic Bilevel Learning,-1
211,E$(n)$ Equivariant Message Passing Simplicial Networks,-1
204,The Value of Out-of-Distribution Data,-1
1693,Learning Control-Oriented Dynamical Structure from Data,-1
91,Learning Unforeseen Robustness from Out-of-distribution Data Using Equivariant Domain Translator,-1
951,Smooth Non-stationary Bandits,-1
846,FlexRound: Learnable Rounding based on Element-wise Division for Post-Training Quantization,-1
1697,"Inflow, Outflow, and Reciprocity in Machine Learning",-1
92,Fast Federated Machine Unlearning with Nonlinear Functional Theory,-1
205,SMURF-THP: Score Matching-based UnceRtainty quantiFication for Transformer Hawkes Process,-1
381,Neural signature kernels as infinite-width-depth-limits of controlled ResNets,-1
393,Half-Hop: A graph upsampling approach for slowing down message passing,-1
1488,Exploring Chemical Space with Score-based Out-of-distribution Generation,-1
1241,Regret-Minimizing Double Oracle for Extensive-Form Games,-1
43,Robust and private stochastic linear bandits,-1
1234,Hyperbolic Image-text Representations,-1
1235,LongCoder: A Long-Range Pre-trained Language Model for Code Completion,-1
605,GNN&GBDT-Guided Fast Optimizing Framework for Large-scale Integer Programming,-1
604,An Investigation into Pre-Training Object-Centric Representations for Reinforcement Learning,-1
1238,A Closer Look at Self-Supervised Lightweight Vision Transformers,-1
603,N$\text{A}^\text{2}$Q: Neural Attention Additive Model for Interpretable Multi-Agent Q-Learning,-1
1240,A Critical Revisit of Adversarial Robustness in 3D Point Cloud Recognition with Diffusion-Driven Purification,-1
602,Harmonic Neural Networks,-1
1209,Dimension-independent Certified Neural Network Watermarks via Mollifier Smoothing,-1
601,Nested Elimination: A Simple Algorithm for Best-Item Identification From Choice-Based Feedback,-1
1080,PPG Reloaded: An Empirical Study on What Matters in Phasic Policy Gradient,-1
1079,Understanding the Complexity Gains of Single-Task RL with a Curriculum,-1
592,ReLOAD: Reinforcement Learning with Optimistic Ascent-Descent for Last-Iterate Convergence in Constrained MDPs,-1
590,Extrapolated Random Tree for Regression,-1
73,Probabilistic Imputation for Time-series Classification with Missing Data,-1
587,Learning Deductive Reasoning from Synthetic Corpus based on Formal Logic,-1
585,Causal Modeling of Policy Interventions From Treatment–Outcome Sequences,-1
1231,Pareto Regret Analyses in Multi-objective Multi-armed Bandit,-1
71,When do Minimax-fair Learning and Empirical Risk Minimization Coincide?,-1
609,Meta-learning Parameterized Skills,-1
610,A Scalable Frank-Wolfe-Based Algorithm for the Max-Cut SDP,-1
1211,A Generalization of ViT/MLP-Mixer to Graphs,-1
1086,Variational Curriculum Reinforcement Learning for Unsupervised Discovery of Skills,-1
50,IRNeXt: Rethinking Convolutional Network Design for Image Restoration,-1
1214,Controllability-Aware Unsupervised Skill Discovery,-1
1084,Distortion and Uncertainty Aware Loss for Panoramic Depth Completion,-1
1216,Multiplier Bootstrap-based Exploration,-1
618,Propensity Matters: Measuring and Enhancing Balancing for Recommendation,-1
1083,Neural Network Approximations of PDEs Beyond Linearity: A Representational Perspective,-1
615,Nearly-Linear Time and Streaming Algorithms for Outlier-Robust PCA,-1
614,Weighted Sampling without Replacement for Deep Top-$k$ Classification,-1
1221,Interactive Object Placement with Reinforcement Learning,-1
613,Under-Counted Tensor Completion with Neural Incorporation of Attributes,-1
612,Multi-class Graph Clustering via Approximated Effective $p$-Resistance,-1
720,The Saddle-Point Method in Differential Privacy,-1
1225,AdaNPC: Exploring Non-Parametric Classifier for Test-Time Adaptation,-1
1226,Tuning Language Models as Training Data Generators for Augmentation-Enhanced Few-Shot Learning,-1
1227,NeuralSlice: Neural 3D Triangle Mesh Reconstruction via Slicing 4D Tetrahedral Meshes,-1
583,TR0N: Translator Networks for 0-Shot Plug-and-Play Conditional Generation,-1
1253,Quantifying Human Priors over Social and Navigation Networks,-1
1254,Learning in POMDPs is Sample-Efficient with Hindsight Observability,-1
1275,COLA: Orchestrating Error Coding and Learning for Robust Neural Network Inference Against Hardware Defects,-1
561,Effective and Efficient Structural Inference with Reservoir Computing,-1
559,spred: Solving L1 Penalty with SGD,-1
558,Simple Embodied Language Learning as a Byproduct of Meta-Reinforcement Learning,-1
556,Deep Temporal Sets with Evidential Reinforced Attentions for Unique Behavioral Pattern Discovery,-1
554,Multi-Fidelity Covariance Estimation in the Log-Euclidean Geometry,-1
553,Active Learning based Structural Inference,-1
552,Multi-Objective Population Based Training,-1
551,Contextual Conservative Interleaving Bandits,-1
1285,The Role of Entropy and Reconstruction in Multi-View Self-Supervised Learning,-1
1286,SlotGAT: Slot-based Message Passing for Heterogeneous Graphs,-1
77,Multi-Agent Learning from Learners,-1
1288,Hierarchical Diffusion for Offline Decision Making,-1
1290,SOM-CPC: Unsupervised Contrastive Learning with Self-Organizing Maps for Structured Representations of High-Rate Time Series,-1
548,Causal Discovery with Latent Confounders Based on Higher-Order Cumulants,-1
1292,LipsNet: A Smooth and Robust Neural Network with Adaptive Lipschitz Constant for High Accuracy Optimal Control,-1
1293,Fast Excess Risk Rates via Offset Rademacher Complexity,-1
547,MANSA: Learning Fast and Slow in Multi-Agent Systems,-1
1276,On the Occupancy Measure of Non-Markovian Policies in Continuous MDPs,-1
729,Learning to Initiate and Reason in Event-Driven Cascading Processes,-1
581,Algorithmic Stability of Heavy-Tailed SGD with General Loss Functions,-1
563,Beyond Lipschitz Smoothness: A Tighter Analysis for Nonconvex Optimization,-1
723,Accelerated Infeasibility Detection of Constrained Optimization and Fixed-Point Iterations,-1
1257,MonoNeRF: Learning Generalizable NeRFs from Monocular Videos without Camera Poses,-1
578,Causal Bounds in Quasi-Markovian Graphs,-1
726,One-Shot Compression of Large Edge-Exchangeable Graphs using Bits-Back Coding,-1
576,Sequential Changepoint Detection via Backward Confidence Sequences,-1
1261,Horizon-Free and Variance-Dependent Reinforcement Learning for Latent Markov Decision Processes,-1
727,GOAT: A Global Transformer on Large-scale Graphs,-1
728,Effectively Using Public Data in Privacy Preserving Machine Learning,-1
1073,Reinforcement Learning in Low-rank MDPs with Density Features,-1
1265,Taxonomy-Structured Domain Adaptation,-1
569,Generalization Bounds using Data-Dependent Fractal Dimensions,-1
1267,A New PHO-rmula for Improved Performance of Semi-Structured Networks,-1
568,Evidential Interactive Learning for Medical Image Captioning,-1
567,Multi-Agent Best Arm Identification with Private Communications,-1
1270,DoMo-AC: Doubly Multi-step Off-policy Actor-Critic Algorithm,-1
1271,Reward-Mixing MDPs with Few Latent Contexts are Learnable,-1
565,On the Functional Similarity of Robust and Non-Robust Neural Representations,-1
624,MAGANet: Achieving Combinatorial Generalization by Modeling a Group Action,-1
625,Go Beyond Imagination: Maximizing Episodic Reachability with World Models,-1
778,Provable Reset-free Reinforcement Learning by No-Regret Reduction,-1
1148,Cell-Free Latent Go-Explore,-1
1138,Relevant Walk Search for Explaining Graph Neural Networks,-1
681,Efficient Transformed Gaussian Processes for Non-Stationary Dependent Multi-class Classification,-1
47,Learning Temporally AbstractWorld Models without Online Experimentation,-1
680,The Catalog Problem: Clustering and Ordering Variable-Sized Sets,-1
1142,Bandit Multi-linear DR-Submodular Maximization and Its Applications on Adversarial Submodular Bandits,-1
705,SemSup-XC: Semantic Supervision for Zero and Few-shot Extreme Classification,-1
678,On Second-Order Scoring Rules for Epistemic Uncertainty Quantification,-1
676,The Power of Uniform Sampling for k-Median,-1
669,A Model-free Closeness-of-influence Test for Features in Supervised Learning,-1
1087,VIMA: Robot Manipulation with Multimodal Prompts,-1
668,A Mathematical Model for Curriculum Learning for Parities,-1
1151,Towards Understanding Generalization of Graph Neural Networks,-1
49,Stochastic Gradient Descent-Induced Drift of Representation in a Two-Layer Neural Network,-1
1154,Trustworthy Policy Learning under the Counterfactual No-Harm Criterion,-1
46,Short-lived High-volume Bandits,-1
663,One-Step Estimator for Permuted Sparse Recovery,-1
1103,RSC: Accelerate Graph Neural Networks Training via Randomized Sparse Computations,-1
1158,Aligning Language Models with Preferences through $f$-divergence Minimization,-1
1109,Parameter-Level Soft-Masking for Continual Learning,-1
1136,Less is More: Task-aware Layer-wise Distillation for Language Model Compression,-1
683,Adaptive Smoothing Gradient Learning for Spiking Neural Networks,-1
684,An Instrumental Variable Approach to Confounded Off-Policy Evaluation,-1
1117,Distilling Internet-Scale Vision-Language Models into Embodied Agents,-1
700,Revisiting Domain Randomization via Relaxed State-Adversarial Policy Optimization,-1
698,End-to-End Learning for Stochastic Optimization: A Bayesian Perspective,-1
1113,Demystifying Disagreement-on-the-Line in High Dimensions,-1
65,Universal Physics-Informed Neural Networks: Symbolic Differential Operator Discovery with Sparse Data,-1
695,Improving Adversarial Robustness of Deep Equilibrium Models with Explicit Regulations Along the Neural Dynamics,-1
1123,Computational Doob h-transforms for Online Filtering of Discretely Observed Diffusions,-1
693,PCA-based Multi-Task Learning: a Random Matrix Approach,-1
1112,The Computational Complexity of Concise Hypersphere Classification,-1
1111,Parallel Online Clustering of Bandits via Hedonic Game,-1
704,MetaDiffuser: Diffusion Model as Conditional Planner for Offline Meta-RL,-1
1128,On Many-Actions Policy Gradient,-1
686,Out-of-Domain Robustness via Targeted Augmentations,-1
1130,Near-Minimax-Optimal Risk-Sensitive Reinforcement Learning with CVaR,-1
1131,The Blessing of Heterogeneity in Federated Q-Learning: Linear Speedup and Beyond,-1
1132,Multi-task Hierarchical Adversarial Inverse Reinforcement Learning,-1
1133,On the Generalization of Multi-modal Contrastive Learning,-1
1159,Speed-Oblivious Online Scheduling: Knowing (Precise) Speeds is not Necessary,-1
660,Comparison of meta-learners for estimating multi-valued treatment heterogeneous effects,-1
658,Quantum 3D Graph Learning with Applications to Molecule Embedding,-1
68,A Large-Scale Study of Probabilistic Calibration in Neural Network Regression,-1
1186,Reachability-Aware Laplacian Representation in Reinforcement Learning,-1
1187,Adversarial Collaborative Learning on Non-IID Features,-1
1188,Provably Invariant Learning without Domain Information,-1
1190,DevFormer: A Symmetric Transformer for Context-Aware Device Placement,-1
716,FedHPO-Bench: A Benchmark Suite for Federated Hyperparameter Optimization,-1
1092,Fully-Adaptive Composition in Differential Privacy,-1
717,Bandits with Knapsacks: Advice on Time-Varying Demands,-1
69,Global optimality of Elman-type RNNs in the mean-field regime,-1
1196,Finding the Missing-half: Graph Complementary Learning for Homophily-prone and Heterophily-prone Graphs,-1
70,Semi-Autoregressive Energy Flows: Exploring Likelihood-Free Training of Normalizing Flows,-1
1198,Homomorphism AutoEncoder --- Learning Group Structured Representations from Observed Transitions,-1
1199,Semi-Dual Unbalanced Quadratic Optimal Transport: fast statistical rates and convergent algorithm.,-1
1089,Revisiting Pseudo-Label for Single-Positive Multi-Label Learning,-1
628,Sequential Multi-Dimensional Self-Supervised Learning for Clinical Time Series,-1
1203,Self-supervised Neural Factor Analysis for Disentangling Utterance-level Speech Representations,-1
1205,EM-Network: Oracle Guided Self-distillation for Sequence Learning,-1
1206,A Robust Optimisation Perspective on Counterexample-Guided Repair of Neural Networks,-1
638,Revisiting Over-smoothing and Over-squashing Using Ollivier-Ricci Curvature,-1
1183,Multi-Modal Classifiers for Open-Vocabulary Object Detection,-1
1162,Vector-Valued Control Variates,-1
1182,One-vs-the-Rest Loss to Focus on Important Samples in Adversarial Training,-1
657,Efficient Learning of Mesh-Based Physical Simulation with Bi-Stride Multi-Scale Graph Neural Network,-1
1102,Spurious Valleys and Clustering Behavior of Neural Networks,-1
655,Phase-aware Adversarial Defense for Improving Adversarial Robustness,-1
654,LeadFL: Client Self-Defense against Model Poisoning in Federated Learning,-1
1168,Feature Directions Matter: Long-Tailed Learning via Rotated Balanced Representation,-1
652,FedAvg Converges to Zero Training Loss Linearly for Overparameterized Multi-Layer Neural Networks,-1
1170,Learning Hidden Markov Models When the Locations of Missing Observations are Unknown,-1
649,Improving Adversarial Robustness Through the Contrastive-Guided Diffusion Process,-1
648,"Convex Geometry of ReLU-layers, Injectivity on the Ball and Local Reconstruction",-1
1174,Hierarchical Grammar-Induced Geometry for Data-Efficient Molecular Property Prediction,-1
1099,Implicit Graph Neural Networks: A Monotone Operator Viewpoint,-1
712,Recovering Top-Two Answers and Confusion Probability in Multi-Choice Crowdsourcing,-1
643,Transformers as Algorithms: Generalization and Stability in In-context Learning,-1
1097,Multi-task Representation Learning for Pure Exploration in Linear Bandits,-1
1179,An Adaptive Entropy-Regularization Framework for Multi-Agent Reinforcement Learning,-1
1096,$\pi$-Tuning: Transferring Multimodal Foundation Models with Optimal Multi-task Interpolation,-1
1181,Deep Laplacian-based Options for Temporally-Extended Exploration,-1
1295,Architecture-Agnostic Masked Image Modeling -- From ViT back to CNN,-1
545,Team Belief DAG: Generalizing the Sequence Form to Team Games for Fast Computation of Correlated Team Max-Min Equilibria via Regret Minimization,-1
1297,Cooperative Open-ended Learning Framework for Zero-Shot Coordination,-1
421,Towards Stable and Efficient Adversarial Training against $l_1$ Bounded Adversarial Attacks,-1
1417,Set-membership Belief State-based Reinforcement Learning for POMDPs,-1
1037,Hardware-Aware Compression with Random Operation Access Specific Tile (ROAST) Hashing,-1
425,Learning the Right Layers a Data-Driven Layer-Aggregation Strategy for Semi-Supervised Learning on Multilayer Graphs,-1
1420,Robust Satisficing MDPs,-1
424,Is Overfitting Necessary for Implicit Video Representation?,-1
